time,event,degree,inf_id
0.0,1,2.0,1
0.0,1,34.0,2
0.0,6,34.0,2
0.1218402770692581,1,22.0,3
0.312546153026913,1,19.0,4
0.41336127614623014,6,22.0,3
0.5489522709947309,1,6.0,5
0.6786383536823853,6,6.0,5
0.7021346098569301,1,25.0,6
0.7715677450108177,6,25.0,6
0.8040173742272619,1,29.0,7
0.8802108868463419,6,29.0,7
0.9153136107457813,6,19.0,4
0.9964550702987667,1,48.0,8
0.9983504387633003,6,48.0,8
1.0017578382786214,18,,0
1.001788063894062,101,54.0,9
1.0119202985355285,1,56.0,10
1.0173645709139725,1,43.0,11
1.0295846822022021,18,,0
1.0296148027019218,101,36.0,12
1.0537523155719883,1,26.0,13
1.0753970657580694,1,47.0,14
1.084691071824261,1,1.0,15
1.0869652133309264,1,35.0,16
1.122526232931532,6,56.0,10
1.1300692233329392,1,5.0,17
1.2378830432421295,1,18.0,18
1.2691149624329594,1,1.0,19
1.3229305777355513,1,18.0,20
1.3267317245043404,1,59.0,21
1.3282225927086466,7,6.0,5
1.4160324424965691,1,18.0,22
1.4190425346458584,6,26.0,13
1.440397275037046,1,15.0,23
1.4410370743084686,1,44.0,24
1.441230703665369,1,13.0,25
1.4675150402784005,6,18.0,22
1.5399602767550937,1,3.0,26
1.5467913809983853,1,37.0,27
1.6080373827542829,1,7.0,28
1.6101904109528111,1,30.0,29
1.6268633424249426,1,46.0,30
1.6289479672693,1,3.0,31
1.6376432598655268,6,1.0,19
1.6903449640797759,1,9.0,32
1.7038179705328873,1,11.0,33
1.7060279561134255,7,25.0,6
1.7311765833179993,1,52.0,34
1.780487662541045,6,18.0,20
1.795837215966229,6,47.0,14
1.8114762050769657,6,59.0,21
1.8231992729651283,1,1.0,35
1.8524034796345377,6,11.0,33
1.852745887334458,6,15.0,23
1.8777458412403343,1,57.0,36
1.8803951355197126,1,2.0,37
1.8879850130280231,6,30.0,29
1.8885539274792738,1,1.0,38
1.9124054559209596,1,7.0,39
1.9158043652367238,1,3.0,40
1.9316442896530954,1,35.0,41
1.9786543246416897,1,5.0,42
1.9992514360085232,1,53.0,43
2.0114785832119106,18,,0
2.011497990100243,101,17.0,44
2.014398234793276,18,,0
2.0144617457508933,101,7.0,45
2.0173391283797177,18,,0
2.017375136654143,101,3.0,46
2.018880992408773,18,,0
2.0189243520225992,101,30.0,47
2.019023363981904,1,5.0,48
2.01906125409286,1,43.0,49
2.025795701971128,1,4.0,50
2.0326439810902666,18,,0
2.032692970414834,101,56.0,51
2.0353680422013882,1,3.0,52
2.0401519269610477,18,,0
2.040286401196282,101,2.0,53
2.049240498871399,8,30.0,47
2.0575595267144235,6,57.0,36
2.0716181692287265,2,44.0,54
2.0781858354793954,6,3.0,40
2.0787152947134326,1,58.0,55
2.0823151153739277,1,24.0,56
2.096606750796752,1,44.0,57
2.110135569876633,6,2.0,37
2.120525369498451,1,59.0,58
2.1511487900756467,6,9.0,32
2.159395344670479,1,2.0,59
2.180192837195264,8,17.0,44
2.2292968686831665,1,2.0,60
2.232654150914155,8,36.0,12
2.236046846743393,6,2.0,59
2.2674921501761647,1,4.0,61
2.282890714744962,1,59.0,62
2.2951074018357,1,8.0,63
2.3165289198800494,1,5.0,64
2.347779660320408,6,7.0,28
2.3709500503009524,6,53.0,43
2.3816254478531262,1,40.0,65
2.383538244041894,1,49.0,66
2.3945536789950292,1,5.0,67
2.3986774306455536,1,45.0,68
2.4041154963562392,1,7.0,69
2.412290772116147,1,3.0,70
2.414971245409265,1,54.0,71
2.4158604084113837,1,54.0,72
2.4198160134230804,6,5.0,67
2.427872492956495,1,2.0,73
2.4307891546791396,1,3.0,74
2.431821079914739,1,54.0,75
2.4349402742187336,1,13.0,76
2.4376894920773524,6,5.0,64
2.4522075146650097,6,3.0,70
2.4591863610817457,1,17.0,77
2.4593702918688347,1,7.0,78
2.4682966855225503,1,1.0,79
2.47721093855018,1,3.0,80
2.5025382283716007,6,7.0,78
2.508343286555435,6,17.0,77
2.529600885039845,1,35.0,81
2.530278911789409,6,46.0,30
2.5366017094814177,1,8.0,82
2.5379566819274673,1,45.0,83
2.5448519520023223,1,28.0,84
2.550965919929032,8,57.0,36
2.5561579428414447,6,52.0,34
2.5585844964658633,1,2.0,85
2.563789490516979,6,7.0,39
