time,event,degree,inf_id
0.0,1,3.0,1
0.0,1,2.0,2
0.0,6,2.0,2
0.09081070165920961,1,55.0,3
0.3535811535063145,6,55.0,3
0.3602245180674381,1,28.0,4
0.36633323208779056,6,28.0,4
0.4692141734621465,1,52.0,5
0.5802971162384213,1,5.0,6
0.606754636979015,1,47.0,7
0.6093520873580965,1,55.0,8
0.6438328364325149,1,50.0,9
0.6669646941674143,1,47.0,10
0.8816719630923492,6,47.0,10
0.9149904334905127,1,13.0,11
0.959496198136555,1,46.0,12
0.9697513002626162,1,1.0,13
1.0096686766792564,18,,0
1.0097454097188052,101,34.0,14
1.0257964439720644,1,38.0,15
1.0279455213752844,6,55.0,8
1.034025527284867,18,,0
1.034291478806041,101,4.0,16
1.1029765447447673,7,55.0,3
1.1156328035491965,6,1.0,13
1.1403254912996372,6,38.0,15
1.1416780553790142,8,4.0,16
1.2265305721694977,1,41.0,17
1.22937669909749,1,4.0,18
1.2445176387404333,6,46.0,12
1.2555677301977,1,1.0,19
1.2653641116897019,1,10.0,20
1.33643312105279,1,56.0,21
1.3376133618764088,1,47.0,22
1.3407392854959683,6,47.0,22
1.3460318780114289,6,13.0,11
1.3799226269277993,1,42.0,23
1.3844832951438693,1,60.0,24
1.3874563659248984,1,14.0,25
1.3877270493072067,6,14.0,25
1.4292033042632117,1,29.0,26
1.4346244595409918,1,9.0,27
1.526015351677611,1,18.0,28
1.5403351410861696,1,16.0,29
1.545889402413526,1,47.0,30
1.5544351485955192,8,34.0,14
1.5574092329557474,1,3.0,31
1.5607950082488466,6,47.0,7
1.5859906696841715,6,5.0,6
1.610818674345925,6,18.0,28
1.6229623604509533,1,2.0,32
1.6312859622612392,1,56.0,33
1.6421326497069275,8,28.0,4
1.6734543164992945,1,2.0,34
1.690847821440285,6,47.0,30
1.7302082292629886,1,57.0,35
1.7490890785205266,1,12.0,36
1.7491574591653558,1,41.0,37
1.7710780987157777,1,43.0,38
1.7871840117434281,1,7.0,39
1.8015451837901708,7,47.0,22
1.8277816826703905,1,4.0,40
1.859309325914893,1,16.0,41
1.8682837840740478,1,3.0,42
1.8706782603819627,1,11.0,43
1.875927374668672,6,3.0,1
1.8766797206972565,8,38.0,15
1.9200943067548806,9,28.0,4
1.9239120680158555,6,56.0,33
1.9266283555517485,1,2.0,44
1.9337096848718862,1,11.0,45
1.9479115832777973,1,3.0,46
1.9615815590689158,6,41.0,37
1.9749309138589353,6,16.0,29
1.9848522468106942,1,54.0,47
1.9946533684321603,6,41.0,17
2.0028614610496596,6,2.0,44
2.0228404255148846,6,12.0,36
2.0248274441805805,18,,0
2.0248822710921957,101,47.0,48
2.0255118438775783,18,,0
2.0255854783817018,101,6.0,49
2.027015236522863,1,7.0,50
2.028636238143659,18,,0
2.0286743268361405,101,3.0,51
2.0304321976846116,1,9.0,52
2.0322592240776247,1,60.0,53
2.0432094078927436,1,57.0,54
2.0441306801110537,1,8.0,55
2.047012831356487,18,,0
2.047019009221194,101,1.0,56
2.048466878197005,18,,0
2.048496206062327,101,2.0,57
2.048624667720069,18,,0
2.0486566664916444,101,2.0,58
2.049792712113371,6,2.0,32
2.057952447726767,6,16.0,41
2.062732579604567,1,22.0,59
2.0710805156748475,1,36.0,60
2.0860471772145095,1,51.0,61
2.0937385053793665,1,46.0,62
2.101032003203415,1,31.0,63
2.11393676688907,7,14.0,25
2.1242703537973564,1,8.0,64
2.1290680576518217,1,48.0,65
2.133239704118777,6,1.0,19
2.138581442755101,1,2.0,66
2.1551663534520307,6,7.0,50
2.158960542214593,1,50.0,67
2.163608312948827,1,7.0,68
2.175702737605789,6,9.0,52
2.192719035886294,6,48.0,65
2.1938205148004273,1,45.0,69
2.204852943763437,6,11.0,45
2.2378077552315467,1,4.0,70
2.2484213669196422,8,3.0,51
2.2604398921599027,7,55.0,8
2.2808773795088313,6,3.0,46
2.3000524401500844,6,11.0,43
2.3006263087566383,1,6.0,71
2.304278580667631,8,6.0,49
2.3055344638632547,1,5.0,72
2.3058079252691424,6,8.0,64
2.3066728626853026,6,3.0,42
2.308511442226285,6,7.0,39
2.309877559129573,6,60.0,53
2.313145010556036,1,22.0,73
2.316642630491979,1,60.0,74
2.3247737425741057,6,57.0,54
2.3263939749684273,6,29.0,26
2.3287194999136944,1,59.0,75
2.3331879733094785,6,4.0,70
2.334472363396379,1,49.0,76
2.3346277603289463,1,59.0,77
2.349420399008406,1,13.0,78
2.360303269990291,6,4.0,40
2.363074441096989,6,59.0,77
2.3662673401487275,1,25.0,79
2.3672732114470394,1,8.0,80
2.371199415456792,8,1.0,56
2.3719460267751384,6,2.0,66
2.3738429009475537,6,8.0,80
2.3859659389351093,1,41.0,81
2.395983013179269,6,46.0,62
2.400962214621264,6,7.0,68
2.401722228395104,6,54.0,47
2.4035223756997555,6,3.0,31
2.416444617701908,1,2.0,82
2.426515832782933,1,51.0,83
2.429984742200404,8,3.0,42
2.433075427502839,1,41.0,84
2.4382525070589587,1,27.0,85
2.4396134580785027,1,9.0,86
2.4412518861667625,1,60.0,87
2.442338430230514,6,43.0,38
2.4483498378091255,8,29.0,26
2.4542109135476706,1,4.0,88
2.4624057661272176,1,42.0,89
2.468199105598582,1,38.0,90
2.4724490440307783,1,26.0,91
2.479006696985815,6,9.0,86
2.4791501892552437,1,4.0,92
2.484779006793936,1,5.0,93
2.4901147880243353,1,51.0,94
2.5103378387267528,6,2.0,34
2.5106182678048254,6,8.0,55
2.5315118489850685,1,33.0,95
2.534439076022985,1,1.0,96
